Brand,Product,Price,Category,Concern,Link
Jack Black,Line Smoother Oil-Free Moisturizer,C$42.00,Serum,Dryness,/ca/en/product/line-smoother-oil-free-face-moisturizer-P12574?icid2=products grid:p12574:product
Skin Inc Supplement Bar,Collagen Serum ELASTICITY & SUPPLENESS,C$46.00,Serum,Dryness,/ca/en/product/collagen-serum-elasticity-suppleness-P391637?icid2=products grid:p391637:product
Fresh,CrÌÎåÂme Ancienne Face Oil Elixir,C$320.00,Serum,Dryness,/ca/en/product/elixir-ancien-P159005?icid2=products grid:p159005:product
REN Clean Skincare,Flash Hydro-Boost Instant Plumping Emulsion,C$52.00,Serum,Dryness,/ca/en/product/flash-hydro-boost-instant-plumping-emulsion-P411208?icid2=products grid:p411208:product
Fresh,CrÌÎåÂme AncienneÌ´å¬ Supreme Face Serum,C$310.00,Serum,Dryness,/ca/en/product/creme-ancienne-supreme-face-serum-P412800?icid2=products grid:p412800:product
Lancer,Intensive Night Treatment with HylaplexÌ´å¬ and Marula Oil,C$195.00,Serum,Dryness,/ca/en/product/intensive-night-treatment-hylaplex-marula-oil-P399747?icid2=products grid:p399747:product
Skin Inc Supplement Bar,Hyaluronic Acid Serum LONG-LASTING HYDRATION,C$46.00,Serum,Dryness,/ca/en/product/hyaluronic-acid-serum-long-lasting-hydration-P391636?icid2=products grid:p391636:product
LancÌÎåÇme,Advanced GÌÎå©nifique Sensitive Antioxidant Serum,C$99.00,Serum,Dryness,/ca/en/product/advanced-genifique-sensitive-antioxidant-serum-P423436?icid2=products grid:p423436:product
Dr. Brandt Skincare,pores no moreÌ´å¬ Mattifying Hydrator Pore Minimizing Gel,C$60.00,Serum,Dryness,/ca/en/product/pores-no-more-mattifying-hydrator-pore-minimizing-gel-P429661?icid2=products grid:p429661:product
Murad,Rapid Age Spot Correcting Serum,C$94.00,Serum,Dryness,/ca/en/product/rapid-age-spot-pigment-lightening-serum-P428406?icid2=products grid:p428406:product
bareMinerals,ETERNALIXIR‰Û¡Ì£å¢ Skin-Volumizing Oil Serum,C$72.00,Serum,Dryness,/ca/en/product/eternalixir-tm-skin-volumizing-oil-serum-P416396?icid2=products grid:p416396:product
Kate Somerville,DermalQuench Liquid Lift‰Û¡Ì£å¢ + Retinol,C$130.00,Serum,Dryness,/ca/en/product/dermalquench-liquid-lift-retinol-P404732?icid2=products grid:p404732:product
Omorovicza,Rose Lifting Serum,C$230.00,Serum,Dryness,/ca/en/product/rose-lifting-serum-P309212?icid2=products grid:p309212:product
Perricone MD,PRE:EMPT SERIES‰Û¡Ì£å¢ The Fixer Solid Oil Balm,C$45.00,Serum,Dryness,/ca/en/product/pre-empt-series-fixer-solid-oil-balm-P420447?icid2=products grid:p420447:product
Darphin,STIMULSKIN PLUS Divine Serum Concentrate,C$398.00,Serum,Dryness,/ca/en/product/stimulskin-plus-divine-serum-concentrate-P419826?icid2=products grid:p419826:product
Karuna,Age-Defying+ Face Mask,C$10.00,Serum,Dryness,/ca/en/product/age-defying-face-mask-P386019?icid2=products grid:p386019:product
Perricone MD,High Potency Classics: Face Firming Serum,C$118.00,Serum,Dryness,/ca/en/product/high-potency-face-firming-activator-anti-aging-treatment-P397295?icid2=products grid:p397295:product
Skin Inc Supplement Bar,French Pine Bark Serum ANTIOXIDANT PROTECTION,C$46.00,Serum,Dryness,/ca/en/product/french-pine-bark-serum-antioxidant-protection-P391634?icid2=products grid:p391634:product
CLINIQUE,Clinique Smart Treatment Oil,C$60.00,Serum,Dryness,/ca/en/product/clinique-smart-treatment-oil-P398613?icid2=products grid:p398613:product
Eve Lom,WHITE Advanced Brightening Serum,C$195.00,Serum,Dryness,/ca/en/product/white-advanced-brightening-serum-P409628?icid2=products grid:p409628:product
Fresh,Umbrian Clay Mattifying Serum,C$47.00,Serum,Dryness,/ca/en/product/umbrian-clay-mattifying-serum-P308602?icid2=products grid:p308602:product
Darphin,HYDRASKIN Intensive Skin-Hydrating Serum,C$105.00,Serum,Dryness,/ca/en/product/hydraskin-intensive-skin-hydrating-serum-P406955?icid2=products grid:p406955:product
Skin Inc Supplement Bar,Licorice Serum CALM IRRITATED SKIN,C$46.00,Serum,Dryness,/ca/en/product/licorice-serum-calm-irritated-skin-P391618?icid2=products grid:p391618:product
Dermalogica,Ultracalming Serum Concentrate,C$83.00,Serum,Dryness,/ca/en/product/ultracalming-serum-concentrate-P423125?icid2=products grid:p423125:product
Kate Somerville,Age Arrest Anti-Wrinkle Cream,C$105.00,Serum,Dryness,/ca/en/product/age-arrest-anti-wrinkle-cream-P394117?icid2=products grid:p394117:product
Skin Inc Supplement Bar,Ceramide Serum STRENGTHEN & SOOTHE,C$46.00,Serum,Dryness,/ca/en/product/ceramide-serum-strengthen-soothe-P391638?icid2=products grid:p391638:product
Volition Beauty,Snow Mushroom Water Serum,C$78.00,Serum,Dryness,/ca/en/product/snow-mushroom-water-serum-P432810?icid2=products grid:p432810:product
philosophy,When Hope Is Not Enough,C$56.00,Serum,Dryness,/ca/en/product/when-hope-is-not-enough-P381694?icid2=products grid:p381694:product
philosophy,Time In A Bottle 100% In-Control,C$85.00,Serum,Dryness,/ca/en/product/time-in-bottle-100-in-control-P417817?icid2=products grid:p417817:product
Juice Beauty,Antioxidant Serum,C$60.00,Serum,Dryness,/ca/en/product/antioxidant-serum-P408909?icid2=products grid:p408909:product
Biotherm,AQUASOURCE DEEP SERUM,C$66.00,Serum,Dryness,/ca/en/product/aquasource-deep-serum-P395144?icid2=products grid:p395144:product
philosophy,Clear Days Ahead‰Û¡Ì£å¢ Oil-Free Salicylic Acid Acne Treatment & Moisturizer,C$46.00,Serum,Dryness,/ca/en/product/clear-days-ahead-oil-free-salicylic-acid-acne-treatment-moisturizer-P312002?icid2=products grid:p312002:product
Kate Somerville,Quench Hydrating Face Serum,C$90.00,Serum,Dryness,/ca/en/product/quench-hydrating-face-serum-P376131?icid2=products grid:p376131:product
Murad,Advanced Active RadianceÌ´å¬ Serum,C$102.00,Serum,Dryness,/ca/en/product/advanced-active-radiance-serum-P381524?icid2=products grid:p381524:product
Origins,Maskimizer‰Û¡Ì£å¢ Skin-Optimizing Mask Primer,C$30.00,Serum,Dryness,/ca/en/product/maskimizer-tm-skin-optimizing-mask-primer-P405016?icid2=products grid:p405016:product
Kate Somerville,DermalQuench Liquid Lift‰Û¡Ì£å¢ Advanced Wrinkle Reducer,C$114.00,Serum,Dryness,/ca/en/product/dermal-quench-liquid-lift-advanced-wrinkle-reducer-P376073?icid2=products grid:p376073:product
philosophy,No Reason To Hide Multi-Imperfection Transforming Serum,C$75.00,Serum,Dryness,/ca/en/product/no-reason-to-hide-multi-imperfection-transforming-serum-P395342?icid2=products grid:p395342:product
Origins,"Three Part Harmony Oil-Infused Serum for Renewal, Repair, and Radiance",C$85.00,Serum,Dryness,/ca/en/product/three-part-harmony-oil-infused-serum-for-renewal-repair-radiance-P400406?icid2=products grid:p400406:product
AMOREPACIFIC,All Day Balancing Care Serum,C$230.00,Serum,Dryness,/ca/en/product/all-day-balancing-care-serum-P412405?icid2=products grid:p412405:product
Juice Beauty,STEM CELLULAR‰Û¡Ì£å¢ Anti-Wrinkle Booster Serum,C$99.00,Serum,Dryness,/ca/en/product/stem-cellular-anti-wrinkle-booster-serum-P408939?icid2=products grid:p408939:product
Koh Gen Do,Oriental Plants Essence,C$102.00,Serum,Dryness,/ca/en/product/oriental-plants-essence-P308616?icid2=products grid:p308616:product
Algenist,SPLASH Absolute Hydration Replenishing Emulsion,C$75.00,Serum,Dryness,/ca/en/product/splash-absolute-hydration-replenishing-emulsion-P407334?icid2=products grid:p407334:product
Dermalogica,Overnight Repair Serum,C$93.00,Serum,Dryness,/ca/en/product/overnight-repair-serum-P423128?icid2=products grid:p423128:product
Algenist,POWER Advanced Wrinkle Fighter Serum,C$108.00,Serum,Dryness,/ca/en/product/power-advanced-wrinkle-fighter-serum-P399648?icid2=products grid:p399648:product
First Aid Beauty,Redness Relief Serum,C$45.00,Serum,Dryness,/ca/en/product/redness-relief-serum-P406619?icid2=products grid:p406619:product
EstÌÎå©e Lauder,Revitalizing Supreme+ Global Anti-Aging Wake Up Balm,C$78.00,Serum,Dryness,/ca/en/product/revitalizing-supreme-global-anti-aging-wake-up-balm-P415924?icid2=products grid:p415924:product
Dr. Brandt Skincare,Do Not Age with Dr. Brandt‰Û¡Ì£å¢ Beauty Sleep Serum,C$175.00,Serum,Dryness,/ca/en/product/do-not-age-with-dr-brandt-beauty-sleep-serum-P399333?icid2=products grid:p399333:product
EstÌÎå©e Lauder,Revitalizing Supreme+ Global Anti-Aging Wake Up Balm,C$78.00,Serum,Dryness,/ca/en/product/revitalizing-supreme-global-anti-aging-wake-up-balm-P422652?icid2=products grid:p422652:product
REN Clean Skincare,Vita Mineral‰Û¡Ì£å¢ Omega 3 Optimum Skin Oil,C$56.00,Serum,Dryness,/ca/en/product/vita-mineral-omega-3-optimum-skin-oil-P174617?icid2=products grid:p174617:product
CLINIQUE,Turnaround Revitalizing Treatment Oil,C$50.00,Serum,Dryness,/ca/en/product/turnaround-revitalizing-treatment-oil-P394822?icid2=products grid:p394822:product
Consonant,Maximum Glycolic Meta Serum,C$60.00,Serum,Dryness,/ca/en/product/maximum-glycolic-meta-serum-P427635?icid2=products grid:p427635:product
REN Clean Skincare,Keep Young and Beautiful Firming and Smoothing Serum,C$81.00,Serum,Dryness,/ca/en/product/keep-young-and-beautiful-firming-and-smoothing-serum-P271683?icid2=products grid:p271683:product
Biotherm,Skin Oxygen Oxygenating Lotion,C$26.00,Serum,Dryness,/ca/en/product/skin-oxygen-oxygenating-lotion-P430317?icid2=products grid:p430317:product
Juice Beauty,GREEN APPLE‰Û¡Ì£å¢ Age Defy Serum,C$72.00,Serum,Dryness,/ca/en/product/green-apple-age-defy-serum-P408920?icid2=products grid:p408920:product
EstÌÎå©e Lauder,Swiss Performing Extract,C$64.00,Serum,Dryness,/ca/en/product/swiss-performing-extract-P400815?icid2=products grid:p400815:product
Biotherm,Skin Oxygen Antioxidant Serum,C$58.00,Serum,Dryness,/ca/en/product/skin-oxygen-antioxidant-serum-P430315?icid2=products grid:p430315:product
Biotherm,Aquasource Aura Concentrate,C$66.00,Serum,Dryness,/ca/en/product/aquasource-aura-concentrate-P433137?icid2=products grid:p433137:product
Dermarche Labs,BioREWIND‰Û¡Ì£å¢ PM Pro-Grade Retinoid Repairing Serum,C$171.00,Serum,Dryness,/ca/en/product/biorewind-pm-pro-grade-retinoid-repairing-serum-P411501?icid2=products grid:p411501:product
Darphin,ExquisÌÎå¢ge Beauty Revealing Serum,C$188.00,Serum,Dryness,/ca/en/product/exquisage-beauty-revealing-serum-P406953?icid2=products grid:p406953:product
B. Kamins,Revitalizing Booster Concentrate,C$85.00,Serum,Dryness,/ca/en/product/revitalizing-booster-concentrate-P404669?icid2=products grid:p404669:product
Juice Beauty,Signal Peptides Firming Serum,C$140.00,Serum,Dryness,/ca/en/product/signal-peptides-firming-serum-P428919?icid2=products grid:p428919:product
AMOREPACIFIC,MOISTURE BOUND Hydration Boost,C$132.00,Serum,Dryness,/ca/en/product/moisture-bound-hydration-boost-P415682?icid2=products grid:p415682:product
Dermarche Labs,BioREWIND‰Û¡Ì£å¢ AM Full-Spectrum Antioxidant Serum,C$171.00,Serum,Dryness,/ca/en/product/biorewind-am-full-spectrum-antioxidant-serum-P411500?icid2=products grid:p411500:product
Kate Somerville,Dilo Oil Age-Defying Oil,C$78.00,Serum,Dryness,/ca/en/product/dilo-oil-age-defying-oil-P382900?icid2=products grid:p382900:product
Perricone MD,High Potency Amine Face Treatment,C$132.00,Serum,Dryness,/ca/en/product/high-potency-amine-face-treatment-P376238?icid2=products grid:p376238:product
Murad,Complete Reform With Glyco Firming Complex,C$83.00,Serum,Dryness,/ca/en/product/complete-reform-with-glyco-firming-complex-P381539?icid2=products grid:p381539:product
Murad,Rapid Collagen InfusionÌ´å¬,C$94.00,Serum,Dryness,/ca/en/product/rapid-collagen-infusion-P381670?icid2=products grid:p381670:product
Guerlain,Super Aqua-Serum,C$223.00,Serum,Dryness,/ca/en/product/super-aqua-serum-P213200?icid2=products grid:p213200:product
Farmacy,Invincible Root Cell Anti-Aging Serum,C$84.00,Serum,Dryness,/ca/en/product/invincible-root-cell-anti-aging-serum-P400251?icid2=products grid:p400251:product
Perricone MD,PRE:EMPT SERIES‰Û¡Ì£å¢ Skin Perfecting Serum,C$90.00,Serum,Dryness,/ca/en/product/pre-empt-series-skin-perfecting-serum-P420449?icid2=products grid:p420449:product
shu uemura,TSUYA Skin Youthful Bouncy-Fine Emulsion,C$80.00,Serum,Dryness,/ca/en/product/tsuya-skin-youthful-bouncy-fine-emulsion-P404204?icid2=products grid:p404204:product
Algenist,Genius White Brightening Anti-Aging Emulsion,C$90.00,Serum,Dryness,/ca/en/product/genius-white-brightening-anti-aging-emulsion-P393643?icid2=products grid:p393643:product
REN Clean Skincare,Evercalm‰Û¡Ì£å¢ Anti-Redness Serum,C$58.00,Serum,Dryness,/ca/en/product/evercalm-anti-redness-serum-P399736?icid2=products grid:p399736:product
Dermalogica,Skin Hydrating Booster,C$85.00,Serum,Dryness,/ca/en/product/skin-hydrating-booster-P423144?icid2=products grid:p423144:product
Eve Lom,Intense Hydration Serum,C$124.00,Serum,Dryness,/ca/en/product/intense-hydration-serum-P381433?icid2=products grid:p381433:product
Peter Thomas Roth,FIRMx Growth Factor Extreme Neuropeptide Serum,C$190.00,Serum,Dryness,/ca/en/product/firmx-growth-factor-extreme-neuropeptide-serum-P381542?icid2=products grid:p381542:product
Guerlain,Super Aqua-CrÌÎåÂme Night Balm,C$193.00,Serum,Dryness,/ca/en/product/super-aqua-creme-night-balm-P385577?icid2=products grid:p385577:product
Lancer,Dani Glowing Skin Perfector,C$120.00,Serum,Dryness,/ca/en/product/dani-glowing-skin-perfector-P404485?icid2=products grid:p404485:product
Omorovicza,Radiance Renewal Serum,C$200.00,Serum,Dryness,/ca/en/product/radiance-renewal-serum-P309210?icid2=products grid:p309210:product
philosophy,Full Of Promise‰Û¡Ì£å¢ Treatment Duo,C$89.00,Serum,Dryness,/ca/en/product/full-of-promise-tm-treatment-duo-P381637?icid2=products grid:p381637:product
Lise Watier,Lift & Firm 3D Duo Serum 24 HRS,C$82.00,Serum,Dryness,/ca/en/product/lift-firm-3d-duo-serum-24-hrs-P435780?icid2=products grid:p435780:product
Lise Watier,Lift & Firm 3D Flash Lift Radiance Vials,C$33.00,Serum,Dryness,/ca/en/product/lift-firm-3d-flash-lift-radiance-vials-P435782?icid2=products grid:p435782:product
philosophy,Miracle WorkerÌ´å¬ Dark Spot Corrector,C$81.00,Serum,Dryness,/ca/en/product/miracle-worker-r-dark-spot-corrector-P381563?icid2=products grid:p381563:product
This Works,No Wrinkles Night Repair,C$83.00,Serum,Dryness,/ca/en/product/no-wrinkles-night-repair-P416910?icid2=products grid:p416910:product
Dr. Jart+,Peptidin‰Û¡Ì£å¢ Firming Serum with Energy Peptides,C$60.00,Serum,Dryness,/ca/en/product/firming-serum-with-energy-peptides-P437240?icid2=products grid:p437240:product
Dr. Jart+,Peptidin‰Û¡Ì£å¢ Radiance Serum with Energy Peptides,C$60.00,Serum,Dryness,/ca/en/product/radiance-serum-with-energy-peptides-P437239?icid2=products grid:p437239:product
B. Kamins,Replenishing Serum Kx,C$136.00,Serum,Dryness,/ca/en/product/replenishing-serum-kx-P404698?icid2=products grid:p404698:product
Murad,Revitalixir‰Û¡Ì£å¢ Recovery Serum,C$115.00,Serum,Dryness,/ca/en/product/revitalixir-recovery-serum-P435202?icid2=products grid:p435202:product
Murad,Sensitive Skin Soothing Serum,C$70.00,Serum,Dryness,/ca/en/product/sensitive-skin-soothing-serum-P428404?icid2=products grid:p428404:product
B. Kamins,Soothing Skin Concentrate,C$85.00,Serum,Dryness,/ca/en/product/soothing-skin-concentrate-P404662?icid2=products grid:p404662:product
Darphin,STIMULSKIN PLUS Divine Multi-Corrective Cream,C$376.00,Serum,Dryness,/ca/en/product/stimulskin-plus-divine-multi-corrective-cream-P419825?icid2=products grid:p419825:product
